unique_values,counts
['Drug - decreases activity of - ChemicalSubstance - participates in - BiologicalProcess - in taxon - OrganismTaxon - causes - Disease'],4
['Drug - negatively regulates - GeneFamily - positively regulates - BiologicalProcess - increases abundance of - ChemicalSubstance - located in - CellularComponent - in taxon - OrganismTaxon - causes - Disease'],4
['Drug - subclass of - ChemicalSubstance - positively regulates - BiologicalProcess - negatively correlated with - Disease'],4
['Drug - decreases activity of - Protein - positively correlated with - Disease'],4
['Drug - increases activity of - Protein - negatively regulates - Pathway - positively regulates - BiologicalProcess - contributes to - PhenotypicFeature - manifestation of - Disease'],4
['Drug - increases activity of - Protein - participates in - BiologicalProcess - contributes to - Disease'],4
"['Drug - increases activity of - Protein - positively regulates - BiologicalProcess - negatively correlated with - PhenotypicFeature - positively correlated with - Disease', 'Drug - increases activity of - Protein - positively regulates - BiologicalProcess - negatively correlated with - Disease']",4
['Drug - negatively regulates - Protein - positively correlated with - ChemicalSubstance - positively regulates - CellularComponent - positively regulates - BiologicalProcess - located in - GrossAnatomicalStructure - affected by - Disease'],4
['Drug - molecularly interacts with - ChemicalSubstance - participates in - BiologicalProcess - located in - Cell - positively correlated with - Disease'],4
['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - positively correlated with - ChemicalSubstance - positively correlated with - Disease'],4
"['Drug - decreases activity of - Protein - positively correlated with - BiologicalProcess - positively correlated with - PhenotypicFeature - located in - Cell - location of - Disease', 'Drug - decreases activity of - Protein - positively correlated with - BiologicalProcess - negatively correlated with - Disease', 'Drug - increases abundance of - ChemicalSubstance - positively correlated with - BiologicalProcess - positively correlated with - PhenotypicFeature - located in - Cell - location of - Disease', 'Drug - increases abundance of - ChemicalSubstance - positively correlated with - BiologicalProcess - negatively correlated with - Disease']",4
['Drug - has metabolite - ChemicalSubstance - negatively correlated with - Disease'],4
['Drug - negatively regulates - ChemicalSubstance - positively regulates - GeneFamily - positively correlated with - Disease'],4
['Drug - decreases activity of - Protein - positively regulates - MolecularActivity - positively regulates - BiologicalProcess - causes - Disease'],4
['Drug - decreases activity of - Protein - increases abundance of - ChemicalSubstance - participates in - BiologicalProcess - positively correlated with - PhenotypicFeature - positively correlated with - Disease'],4
['Drug - decreases activity of - Protein - positively correlated with - ChemicalSubstance - correlated with - BiologicalProcess - located in - GrossAnatomicalStructure - prevents - PhenotypicFeature - correlated with - Disease'],4
['Drug - negatively regulates - Protein - positively correlated with - ChemicalSubstance - participates in - Disease'],4
['Drug - decreases activity of - Protein - positively correlated with - ChemicalSubstance - positively correlated with - PhenotypicFeature - manifestation of - Disease'],4
"['Drug - decreases activity of - Protein - positively regulates - MolecularActivity - participates in - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease', 'Drug - decreases activity of - Protein - positively regulates - MolecularActivity - participates in - BiologicalProcess - manifestation of - Disease']",4
['Drug - increases activity of - Protein - participates in - BiologicalProcess - treats - Disease'],4
['Drug - decreases activity of - GeneFamily - positively regulates - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease'],4
"['Drug - increases activity of - Protein - increases abundance of - ChemicalSubstance - positively regulates - BiologicalProcess - positively correlated with - Disease', 'Drug - increases activity of - Protein - negatively regulates - BiologicalProcess - positively correlated with - Disease']",4
"['Drug - increases activity of - Protein - positively regulates - BiologicalProcess - negatively correlated with - Disease', 'Drug - increases abundance of - ChemicalSubstance - negatively correlated with - Disease']",4
['Drug - produces - ChemicalSubstance - negatively correlated with - Disease'],4
['Drug - negatively regulates - Protein - positively regulates - BiologicalProcess - increases abundance of - GrossAnatomicalStructure - positively correlated with - PhenotypicFeature - manifestation of - Disease'],4
['Drug - has metabolite - ChemicalSubstance - decreases activity of - GeneFamily - positively regulates - BiologicalProcess - has output - CellularComponent - occurs in - OrganismTaxon - causes - Disease'],4
['Drug - decreases activity of - Protein - participates in - BiologicalProcess - negatively correlated with - PhenotypicFeature - manifestation of - Disease'],4
['Drug - molecularly interacts with - Protein - positively regulates - BiologicalProcess - positively correlated with - Pathway - disrupts - OrganismTaxon - causes - Disease'],4
['Drug - increases activity of - Protein - positively regulates - BiologicalProcess - increases abundance of - ChemicalSubstance - negatively correlated with - Disease'],4
['Drug - decreases abundance of - OrganismTaxon - causes - Disease'],4
['Drug - increases activity of - Protein - increases abundance of - ChemicalSubstance - positively regulates - BiologicalProcess - negatively correlated with - Disease'],4
['Drug - negatively regulates - Pathway - positively regulates - BiologicalProcess - positively correlated with - Disease'],4
['Drug - negatively regulates - Protein - positively correlated with - ChemicalSubstance - positively regulates - Disease'],4
['Drug - decreases activity of - Protein - positively regulates - MolecularActivity - participates in - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease'],4
['Drug - increases activity of - GeneFamily - positively regulates - MolecularActivity - positively correlated with - BiologicalProcess - correlated with - PhenotypicFeature - manifestation of - Disease'],4
['Drug - positively regulates - GeneFamily - positively regulates - MolecularActivity - positively correlated with - BiologicalProcess - positively correlated with - Disease'],4
['Drug - decreases activity of - Protein - increases abundance of - ChemicalSubstance - positively correlated with - BiologicalProcess - causes - Disease'],4
['Drug - increases activity of - Protein - increases abundance of - ChemicalSubstance - positively regulates - BiologicalProcess - manifestation of - Disease'],4
['Drug - negatively regulates - GeneFamily - negatively regulates - BiologicalProcess - positively correlated with - Disease'],4
['Drug - increases activity of - Protein - participates in - BiologicalProcess - located in - GrossAnatomicalStructure - positively correlated with - Disease'],4
['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - caused by - OrganismTaxon - causes - Disease'],4
['Drug - decreases activity of - Protein - positively correlated with - MolecularActivity - located in - GrossAnatomicalStructure - positively correlated with - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease'],3
['Drug - positively regulates - Protein - positively regulates - BiologicalProcess - negatively correlated with - PhenotypicFeature - manifestation of - Disease'],3
['Drug - decreases activity of - Protein - positively correlated with - ChemicalSubstance - positively correlated with - BiologicalProcess - affected by - Disease'],3
['Drug - increases abundance of - ChemicalSubstance - negatively correlated with - PhenotypicFeature - positively correlated with - Disease'],3
